fioriId,all_text,pre_label,Label
PEG10,"Compare Stock - Grouping This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Pegging, Grouping, and Distribution Grouping, Pegging and Distribution Compare Stock - Grouping, Pegging and Distribution",1,1
WVA10,Display Planned Markup This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Retail-Pricing Display Planned Markup,1,1
REISCOCSTACT,Costs/Revenue: Actuals Overview - Information System This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Information System Information System Costs/Revenue: Actuals Overview - Information System,1,1
FMCIA,Edit Commitment Item This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Master Data Edit Commitment Item,1,1
F4565,"With this feature, new content-based compliance requirements for the IMDG Code 2018, the CFR 49 as of Oct. 1st. 2019, and the UNRTDG 2019 (UN Model regulation) are delivered that contain information provided by these dangerous goods regulations to simplify your classification process for unpackaged products. Product Stewardship Specialist - Product Compliance : Manages the day-to-day operations that help ensure compliance for chemical products. Maintains chemical compliance data and performs checks to ensure correctness and completeness. Master Data Specialist - Product Compliance : Requests compliance information from customers and suppliers. Dangerous Goods Specialist - Product Compliance : Monitors the activities of the organization that involve dangerous goods, prepares accident reports, and the annual dangerous goods report. Product Compliance - Dangerous Goods Dangerous Goods Specialist - Product Compliance Classify Dangerous Good - Unpackaged Products (UNRTDG)",0,0
_SCWM_PI_COUNTLIST,"Count Physical Inventory - List You can carry out a physical inventory for the following stock types: Unrestricted-use stock in putawayUnrestricted-use stock in the warehouseBlocked stock in putawayBlocked stock in warehouseQuality inspection stock in putawayQuality inspection stock in the warehouse You can take inventory of all stock types in a single operation. For the products to be inventoried, one item is created in the physical inventory document for each stock type. Recommendation We recommend that you lock the relevant storage bins during the physical inventory. This is not necessary in the radio frequency (RF) environment. You can use the physical inventory functions in Extended Warehouse Management (EWM) to carry out a physical inventory of products and handling units (HUs) for stock control and balance sheet purposes. You have the following options: Storage-bin-specific physical inventoryThe document refers to a storage bin and therefore to all the products and HUs in this storage bin. Product-specific physical inventoryThe document refers to a specific product in one or more storage bins and/or HUs. To perform a physical inventory, you can choose between various business inventory procedures: Periodic Physical Inventory ProcedureContinuous Physical Inventory ProceduresCycle Counting Warehouse Clerk (Extended Warehouse Management) : Plans and controls processes in a simple warehouse with a strong focus on inbound, outbound, physical inventory, and maintenance of warehouse specific master data. Physical Inventory Warehouse Clerk (EWM) List Count Physical Inventory - List",0,0
F2797,"My Inbox - For Bank Accounts Process your workflow tasks in the following scenarios: Opening a bank account Modifying a bank account Maintaining a payment approver in multiple bank accounts Closing a bank account Reopening a bank account Approve, reject, claim, release, suspend, and forward a task Sort, group, and search for tasks View task-specific details Add attachments and comments In addition, the app supports the following technical features and options: Send emails You can send an email from this app containing a URL to the selected information in this app. Share in SAP Jam If your company uses SAP Jam groups, you can post your comments about a task there. Cash Manager : Is responsible for overall liquidity status of group corporate, executes cash transactions and centrally manages bank accounts with rich attributes, including overdraft limit and signatories, approves for opening or closing bank accounts, etc. Manager : Manages a team of employees. Cash Management Specialist : Executes cash transactions and centrally manages bank accounts with a wide range of attributes, including overdraft limit and signatories, utilizing approval process for opening or closing bank accounts, and the regular inventory/auditing process. Bank Account Management Cash Management Specialist| Cash Manager For Bank Accounts My Inbox for Manage Bank Accounts",0,0
F6792,"Schedule Unplanned Contract Settlement Create and schedule periodic jobs to generate settlement documents for the unplanned settlement of customer condition contracts. Receive support from notifications. For example, when a scheduled job results in an error, an alert is displayed that provides details about the error and prompts you to perform activities to resolve the error. Note Only the user who created the scheduled job receives the notification. Monitor jobs and view job status information. Messages are saved in the application log under object W_CCS and sub-object SETTLEMENT, with the condition contract number as the external ID. With this app you can create, schedule, and monitor periodic jobs to generate settlement documents for the unplanned settlement of customer condition contracts. ""Unplanned"" means that a settlement date was not set when the contract was created. Note Only active condition contracts that are not locked for settlement are considered for the settlement. Settlement Clerk : Is responsible for third-party financial settlement processes, settling contractual rebate agreements and for keeping track of settlement management documents and payments. Condition Contract Maintenance Settlement Clerk Schedule Unplanned Contract Settlement - Customer Contracts",0,0
FPREPT,"Receipt Management The list is output using the ABAP list viewer. You can define the display variably and individually by defining the desired layouts. You can choose the layouts in the menu under Output Parameter. In the transaction Receipt Management (FPREPT), you can display all receipts for a payment document that correspond to your specified selections criteria in an overview. unknown Contract Accounts Receivable and Payable Receipt Management",0,0
KB44N,"Reverse Manual Revenue Repostings As an alternative to the following classic SAP GUI apps you can use the Fiori app Reassign Costs and Revenues (F2009), which covers the same functionalities: Enter Manual Cost Repostings (KB11N) Display Manual Cost Repostings (KB13N) Reverse Manual Costs Repostings (KB14N) Enter Manual Revenue Repostings (KB41N) Display Manual Revenue Repostings (KB43N) Reverse Manual Revenue Repostings (KB44N) unknown Controlling Reverse Manual Revenue Repostings",0,0
CV11,"Create Document Structure This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Design Engineer : Creates product designs, i.e. functional specifications, CAD drawings, etc. Is typically a member of the R&D group of the company and is measured by the quality and innovation of his outputs in line with given design targets. Bills of Material Design Engineer Create Document Structure",1,1
FP45RTP,"Payment Order Lot (Real-Time) After the items are selected and the payment amount is assigned to the items, the system either creates a payment order or posts a payment document. The system makes this decision based on the characteristics of the selected payment method. To create payment orders, set the Payment order only indicator on the payment method. Caution For payment by credit card, it is not possible to create a payment order. The payment method can either be specified from outside by the Web service, or the default is determined from the Define Default Payment Methods Customizing activity. There you specify the default payment method for virtual accounts (bank accounts only) using the type of payment processing Real-Time Payment Using Virtual Bank Account. Using additional entries for the type of payment processing Real-Time Payment, you can specify default payment methods for bank and card payment methods for the scenarios mentioned above that are not handled using virtual accounts. In events 6021 and 6230, you can check the existence of appropriate payment methods at the level of items, contract accounts, or contracts. If a declaration of consent is required for real-time payments, you can also check the existence of one in these events. If a payment order is created, the system records the data from the external cash desk in the payment order, so that it can be displayed there. This ensures that you can navigate from the payment order back to the real-time payment. The data from the external cash desk is displayed on a separate tab in the detailed display of the payment order. unknown Contract Accounts Receivable and Payable Payment Order Lot (Real-Time)",0,0
GJ32,"Orders Mapping - Intercompany This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Joint Venture Accountant : Carries out most of the activities related to Joint Venture Accounting which is more for Oil and Gas Industries. Administrator - Joint Venture Accounting : Is responsible for the planning, scheduling and execution of jobs and mass activities within JVA, including critical Business processes such as Period end process cutback, Overhead and Billing.”. Joint Venture and Production Sharing Accounting Joint Venture Accountant Intercompany Orders Mapping - Intercompany",1,1
MICN,"Create PI Documents - Cycle Counting Cycle counting is a method of physical inventory whereby inventory is counted at regular intervals within a fiscal year. These intervals depend on the cycle counting indicator set for the material. Cycle Counting allows you to count fast-moving items more frequently than slow-moving items, for example. General Procedure Mark all materials that are to be included in cycle counting with a cycle counting indicator in the material master record (storage data). The cycle counting indicator is used to group the materials together into various cycle counting categories (for example, A , B , C, and D). In Customizing for Inventory Management, you can define for each category the time intervals at which the materials are to be counted. You can use the program ABC Cycle Counting Analysis ( RMCBIN00) to perform an analysis. In this analysis, the system assigns the materials to the individual categories according to consumption or requirements. You can also specify whether this analysis is to consider only the materials with cycle counting indicator or all materials. The cycle counting indicator in the material master records can be updated automatically by this program. For the planning of cycle counting, run the program Create physical inventory documents for cycle counting ( RM07ICN1 ). This program checks all cycle counting materials to determine whether a physical inventory is due to be carried out. Note For more information on programs used for cycle counting, see the relevant report documentation. You can create physical inventory documents for the following stock types, as well as unrestricted-use stock (stock type 1): quality inspection stock blocked stock The system calculates the planned count date for all stock types as folllows: Date of last physical inventory of unrestricted-use stock + predefined interval If a material needs to be counted, use the program to create a batch input session for creating physical inventory documents. To create the physical inventory documents, process the batch input session . When the inventory differences are posted, the actual count date is recorded in the physical inventory data of the material as the date of the last physical inventory. unknown Inventory Management Cycle Counting Create PI Documents - Cycle Counting",0,0
_ATL_VQZ12,Update Previous WHT Code – Classical - Israel This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Accounts Payable Accountant for Israel: (is an add-on role to the Accounts Payable Accountant) Carries out the most important functions in accounts payable accounting with a special focus on creation and execution (for Israel). Israel Accounts Payable Accountant for Israel Israel Update Previous WHT Code – Classical - Israel,1,1
PK09,"Unlock Kanban Containers This process enables the controlled release of kanban containers after the adjustment of a control cycle. If the number of kanban containers is increased, you must note that the new containers may not yet physically exist, or may not yet have been labeled. In addition, kanban cards must be printed before the containers can be released to production. Production Planner - Lean Manufacturing: (is an add-on role to the Production Planner) Plans the material flow in a lean manufacturing environment. Creates the master data for the lean processes, controls and adjusts the process (six sigma), and executes error handling. Production Supervisor - Lean Manufacturing : Supervises the material flow in a lean manufacturing environment to provide a sufficient supply of material for production processes. Ensures lean material replenishment as defined by the production planner for lean manufacturing. KANBAN Production Planner - Lean Manufacturing| Production Supervisor - Lean Manufacturing Unlock Kanban Containers",1,1
F2896,"Analyze by purchases and payables Save your most frequently used analysis paths Filter by accounting clerk, company code, country, from - to date, region, and supplier With this analytical app you can conduct a detailed analysis of your days payables outstanding (DPO). You can use the predefined analysis steps to view your DPO by time, company code, supplier, and country of supplier. You can focus your analysis by using the filters to drill down. Accounts Payable Manager : Carries out all functions in accounts payable accounting with an emphasis on setting guidelines and period-end closing. Accounts Payable Analytics Accounts Payable Manager Days Payable Outstanding - Indirect Method - Detailed Analysis",0,0
F4511,unknown Conditions and Condition Maintainance Reuse Component for Managing Time-Dependent Prices in Business Document,0,0
F-04,"Post with Clearing The clearing program carries out automatic clearing within the SAP System. However, all prerequisites for clearing open items in the SAP System must be fulfilled. Note Customer and vendor accounts are always managed on an open item basis. For G/L accounts, however, these must be defined in the master record. Open item management is recommended for the following G/L accounts: Check clearing accounts (bank clearing accounts) Goods receipt/invoice receipt (for more information about these accounts see Materials Management documentation in SAP Library). Payroll clearing accounts. (See the Personnel Administration and Payroll documentation in the SAP Library for more information on these accounts.) All items involved in clearing are assigned a clearing document number and a clearing date. In this way, for example, invoices in a vendor account are indicated as paid, and items in a bank clearing account are indicated as cleared. The SAP System offers the following procedures for accounts with open account management: Post with Clearing Manual Clearing of an Account Accounts Payable Accountant for Hungary: (is an add-on role to the Accounts Payable Accountant) Carries out the most important functions in accounts payable accounting with a special focus on creation and execution. Accounts Receivable Accountant : Carries out the most important functions in accounts receivable accounting with a special focus on creation and execution. Accounts Payable Accountant : Carries out the most important functions in accounts payable accounting with a special focus on creation and execution. General Ledger Accountant : Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements. Financial Accounting Accounts Payable Accountant| Accounts Receivable Accountant| General Ledger Accountant Post with Clearing",0,0
F2784,"Import Data Browse through spreadsheet files with environmental data. Import environmental data into multiple data collections in the system. Download a predefined template file for import. Examine any potential issues with the environmental data before it is imported. Download the potential data issues to a CSV file for further processing. With this app, you can import environmental data into multiple data collection definitions in one go using a predefined template file (.XLSX). You can browse through already imported data and export potential data issues for further checks. Environmental Manager : Ensures compliance with all environmental regulations and laws. In addition to working to ensure compliance, spends a considerable amount of time in keeping up-do-date with current changes to environmental regulations. Environment Management Environmental Manager Import Data",0,0
F2546,"Define Settings for Standardized Data Interface - China In this app, you can do the following: In the worklist view, you can create, view, edit, and delete entries. Create a new entry for a company code. Check whether the configuration of a company code is completed. Copy the configuration information of an existing company code to another new company code. Delete the configuration of a selected company code. In the Configuration Wizard, you can define the following settings: Configure the information for Common Information, General Ledger, Account Payables and Receivables, and Assets Accounting. Fill in the common information required by GBT24589.1, such as the organization code of the company, the industry information that complies for the defination in GB/T4754, the company types used in China, and so on. Select the ledger that is used for the audit data extraction. Map the journal entry type with the terminology defined in GBT24589.1. Define how the depreciation information should be extracted for Assets Accounting. Select the additional subsidiary accounting items to be extracted in the general ledger. By default, the following subsidiary account items are extracted: Supplier (LIFNR) Customer (KUNNR) Cost Center (RCNTR) Functional Area (RFAREA) Define the detailed information of the G/L Account. The Financial Statement Version will be used as the basis of the account list. Select the Financial Statement Versions that are used to extract the statutory reports, as part of the general ledger audit file. Review your settings for the final check before you Set to Complete. Edit your settings even after the configurations are Completed. With the app you can prepare common information, format mapping rule, output determination logic for China audit files extraction, based on specifications stated in China national standard GBT 24589.01-2010. General Ledger Accountant for China: (is an add-on role to the General Ledger Accountant) Carries out daily activities in general ledger, for example by recording transactions and making adjustment postings, and prepares financial statements. use FI-LOC-GAI-CN General Ledger Accountant for China China Define Settings for Standardized Data Interface",0,0
F2191,"Display Scorecards - Evaluation Questionnaires With this app, you can do the following: Display a list of existing evaluation scorecards View the detailed evaluation information for a supplier Evaluation scorecards show the overall result of a supplier evaluation for one supplier. One scorecard exists for each supplier and evaluation request. For example, if you evaluate a supplier in yearly intervals, you have an evaluation scorecard for this supplier for every year. For an overview of all evaluation scorecards for a supplier, use the evaluation template. Strategic Buyer : Manages the supplier portfolio effectively. Purchaser : Ensures that demands of materials and services are fulfilled by creating and monitoring purchase orders. Supplier Evaluation Purchaser| Strategic Buyer Evaluation Questionnaires Display Scorecards",0,0
_SCWM_WAVE,"Process Waves Extended Warehouse Management (EWM) can combine warehouse request items and split items into waves on the basis of criteria such as activity area, route, or product. Waves can be created automatically or manually with the use of existing wave templates. If you want to manually create a wave, on the launchpad, choose Extended Warehouse Management&nbsp;&nbsp;Work Scheduling&nbsp;&nbsp;Wave Management&nbsp;&nbsp;Process Waves (transaction /SCWM/WAVE) and then choose Create. EWM creates an empty wave. You must manually enter the remaining information, for example, the assignment of warehouse request items. For more information, see Processing of Waves. Warehouse Clerk (Extended Warehouse Management) : Plans and controls processes in a simple warehouse with a strong focus on inbound, outbound, physical inventory, and maintenance of warehouse specific master data. Wave Management Warehouse Clerk (EWM) Process Waves",0,0
F3964,"Search Hazardous Substance Inventory Data Search through hazardous substance inventories using filter values or defining conditions for filter values. Define your own filter views to save your search queries. You can sort and group the entries of the result list using the Settings. From the result list, you can navigate to the corresponding chemical master data using the substance links. The Manage Chemicals app shows the corresponding chemical master data. If an entry in your result list is part of a hazardous substance inventory revision in status Released, you can choose the Factory link to open the corresponding inventory revision in the Manage Hazardous Substance Inventories app. You cannot navigate to a hazardous substance inventory in status Historic. You can export a maximum of 10.000 entries of the result list to a spreadsheet. With this app you can search through all hazardous substance inventories of your company in status Released and Historic. The app offers various filters to enable a wide range of search queries. Industrial Hygienist : Ensures that work areas are compliant with health and safety standards and that workers, community, and the environment are protected from potential threats arising from chemical usage. Plant Manager - EHS Info : Is responsible -from a compliance and people management point of view- for the processes and people in a factory. Hazardous Materials Manager : Ensures that hazardous materials (chemicals) used in a company are handled in compliance to the applicable regulations and guidelines for safe handling, storage and transport of such materials. Environment, Health, and Safety / Product Compliance Industrial Hygienist| Hazardous Materials Manager| Plant Manager - EHS Info Search Hazardous Substance Inventory Data",0,0
F6565,"The Match Review Results screen gives you an overview on potential duplicates identified in the matching. For business partner data you can toggle between Address Data and Identifiers that were used to identify the potential duplicates. Note As identifier only the identification type BUP001 (Dun & Bradstreet Number) is supported. The potential duplicates are displayed in match groups.The number of potential duplicates and whether a best record exist in the active area is displayed. The Match Review Results screen offers a filter bar with a wide range of filter criteria. Group Status allows you to display match groups in the status Approved, Open, or Rejected.Match Group Size allows you to display match groups of different sizes.Groups per Page enables you to adapt the amount of displayed groups to your needsA wide range of further filters allows you to adapt the search. Note To hide the filter bar choose Hide Filter Bar.To display the filter bar choose Show Filter Bar. The Match Review Results screen allows you to edit the match groups. You can reject match groups.You can reject single records in a match group.You can split match groups. Matching identifies match groups. Depending on certain parameters these match groups are either automatically approved or they are set to the status Open. The status Open is set if the specified approval score is not met or if user interaction is required for example if a record matches with more than one active record. Open match groups should not be left in the process, but be reviewed by the user to be either approved or rejected. The identified match groups can be processed in the best record calculation. If you set a checkpoint for matching the consolidation process stops after matching and enables you to check the matches in the match review. unknown Fiori UI for Consolidation & Mass Processing Master Data Specialist - Business Partner Data Review Match Groups - BP Relationships",0,0
MPR2,Delete Sales Forecast for Sites This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Demand Planner (Retail) : Is responsible for forecasting the demand for all different customer sales channels as input to supply and inventory planning. Forecasting Procedures Demand Planner (Retail) Delete Sales Forecast for Sites,1,1
MM_PUR_SES_UPLOAD,This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Purchaser : Ensures that demands of materials and services are fulfilled by creating and monitoring purchase orders. Transportation Buyer : Deals with tendering of transportation contracts and manages relationship with carriers. Service Entry Sheet for Service Procurement Upload of Service Entry Sheets,1,1
QP60,"Display Inspection Plan Changes Change Rule In the header data of the inspection plan, you use the change rule to define the approval procedure for an inspection plan: Without change numberIf you do not specify a change rule, you can change inspection plans with and without change numbers. You do not have to specify a change number. With change numberWhen you call up the inspection plan, you must enter a change number with the change master (LO-ECH). With change record (without change record type)When you call up the inspection plan, you must enter a change number that was generated from a change record. However, the change record type is not transferred. You can make changes with change numbers of different change record types. With change record (with change record type)In this case, the change record type is taken from the specified change number. All further changes to the inspection plan are only possible with change numbers of the same change record type. Maintaining a Revision Level for an Inspection PlanIf your company maintains several versions of a material that are only distinguished by revision levels, you can create and edit corresponding inspection plan variants for these materials. In this way, the system can automatically select the appropriate inspection plan for an inspection, whenever such a material is subject to a goods receipt inspection. You have various options for changing inspection plans: Changing without a change number Changing with a change number via the change masterThe changes are documented via the change master and the key date from which the changes are valid is specified. Changing with a change number using a change recordChange records allow you to manage changes in a regulated environment. All changes are subject to approval. Note Inspection plan changes are not copied to existing inspection lots. Note You can use change numbers when you create inspection plans. Quality Planner : Sets up master data (specification, inspection planning, FMEA) and advanced quality planning. Inspection Planning Quality Planner Display Inspection Plan Changes",0,0
CS71,"Create WBS BOM The components of material or work breakdown structure BOMs, which have already been created, can be copied and adopted in the initial screen. You require a BOM in order to plan and produce a production lot and to determine its costs. You can use an existing material BOM, create a work breakdown structure BOM for each individual production lot or you can use one work breakdown structure BOM for several production lots of a material. BOM Engineer : Creates bills of material and consistent overall product model, drives changes across organizations, and is responsible for the change process until handover to manufacturing. Is typically a member of the R&D group of the company. Bills of Material Create WBS BOM",0,0
C252,"Print Production Versions The consistency check determines a check status for the objects assigned (task list/recipe or BOM). All change statuses within the validity period of the production version are taken into account. Warning and error messages about inconsistencies are displayed in the check result. The check status for each object is displayed as an icon in the production version. The following icons may be displayed: Check Status Meaning Possible Reasons Error The object does not continuously exist throughout the entire validity period of the production version. The lot-size range of the object does not comprise the entire lot-size range of the production version. Warning No check was carried out for the object. The deletion flag is set for the object. The header material of the production version is not assigned to the task list/recipe. O.K. None of the above inconsistencies occurred. At the production version level, the check status is summarized as follows: If no task list/master recipe or alternative BOM is assigned to the production version, the yellow traffic-light is displayed. Otherwise, the check status of the object with the worst check result is displayed. A red traffic-light is, for example, displayed whenever a red traffic-light exists at the object level. You use this function to check whether the data of a production version is consistent with the data of the assigned task lists/master recipes and the assigned alternative BOM. In this way, you make sure that a valid task list or valid BOM really exists for the entire validity period of the production version. unknown Basic Data Print Production Versions",0,0
KB41N,"Enter Manual Revenue Repostings As an alternative to the following classic SAP GUI apps you can use the Fiori app Reassign Costs and Revenues (F2009), which covers the same functionalities: Enter Manual Cost Repostings (KB11N) Display Manual Cost Repostings (KB13N) Reverse Manual Costs Repostings (KB14N) Enter Manual Revenue Repostings (KB41N) Display Manual Revenue Repostings (KB43N) Reverse Manual Revenue Repostings (KB44N) unknown Controlling Enter Manual Revenue Repostings",0,0
RMBSM,"Enter Basis Spreads You use this function to enter basis spread values manually in the market data tables. A basis spread value always relates to a basis spread ID, a quotation type, and a rate date. You can enter positive as well as negative basis spread values. Treasury Specialist - Back Office : Processes financial transactions, sends confirmation to counterparties, imports market data and runs the valuation. Market Risk Analyzer Treasury Specialist - Back Office Enter Basis Spreads",0,0
FPR_PLCL,"Itemization of Clarification Accounts - Payments This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. External Auditor - Accounts Payable and Receivable (FI-CA) : Reviews the accounts of organizations to ensure the accuracy and completeness of their financial records. Determines if the financial statements of an organization fulfill all required legal accounting policies, and procedures. Accounts Payable and Receivable Accountant (FI-CA) : Deals with payment and credit clarification of B2B and B2C customers and works off complex customer requests according account clarification. Reconciliation Specialist - Accounts Payable and Receivable (FI-CA) : Is responsible for the reconciliation of Contract Accounts Receivable and Payable (FI-CA) with the General Ledger (FI-GL) and all reconciliation accounts and tax on sales and purchases Clearing accounts. Contract Accounts Receivable and Payable Accounts Payable and Receivable Accountant (FI-CA)| External Auditor - Accounts Payable and Receivable (FI-CA)| Reconciliation Specialist - Accounts Payable and Receivable (FI-CA) Payments Itemization of Clarification Accounts - Payments",1,1
F6638,"Reverse Revenue Recognition This app provides the following key features: Schedule application job for each ledger Allows for both reversal of individual documents as well as mass changes Reverse a specific document or reverse documents found when entering the corresponding sales document, service document or project Schedule the application job in a simulation run or update run Caution All documents generated in event-based revenue recognition are posted as of the last day of the period. When entering the posting date, make sure to select the last day of the period. Otherwise, no suitable documents will be found. Note This app contains in-app help for key fields and concepts. To display the help while working in the app, press F1 or choose the question mark displayed in the app header. The application job Reverse Revenue Recognition is used when the reversal of documents generated in event-based revenue recognition is required. It can be used for documents posted for sales documents, service documents, and projects. Cost Accountant - Sales : Analyzes markets, products, customers, distribution channels, and discount strategies. Reports and monitors KPIs for incoming orders, revenue, and margins. Contributes to fulfilling the organization’s sales strategy. Event-Based Revenue Recognition Cost Accountant - Sales Reverse Event-Based Revenue Recognition",0,0
CK51N,"Cost Sales Orders - Single This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Cost Accountant - Inventory : Calculates and monitors the net value of any inventories, thus helping a company to determine profitability, and ensuring accurate financial statements. Cost Accountant - Sales : Analyzes markets, products, customers, distribution channels, and discount strategies. Reports and monitors KPIs for incoming orders, revenue, and margins. Contributes to fulfilling the organization’s sales strategy. Controller : Sets up and edits organizational structures so that all processes and reports are as accurate as possible. Edits master data, reorganizes company structures, and performs period-end functions. Product Cost Planning Cost Accountant - Sales Single Cost Sales Orders - Single",1,1
CX1B4,"Check and Correct Breakdowns of Transaction Data This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Administrator - Group Reporting : Performs business oriented parts of configuration, such as master data maintenance, universal hierarchy maintenance, reporting items table, exchange rate, rule definition. Group Accountant : Executes and monitors group processing tasks, such as data adjustment, and inter-company elimination. General Ledger Accountant - Group Reporting : Ensures adherence of local data to group quality standards. Consolidation Specialist : Is responsible for the Consolidation setting, processing for the FI or other business data from subsidiaries. Generates the legal & management consolidated reports. External Auditor - Group Reporting : Ensures adherence of group data to legal accounting standard and process governance standards. Legal Consolidation Administrator - Group Reporting| External Auditor - Group Reporting| General Ledger Accountant - Group Reporting| Group Accountant Check and Correct Breakdowns of Transaction Data",1,1
FRE15,Delete References - F&R Integration This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Demand Planner (Retail) : Is responsible for forecasting the demand for all different customer sales channels as input to supply and inventory planning. Forecasting and Replenishment backend integration Demand Planner (Retail) F&R Integration Delete References - F&R Integration,1,1
EEDMSETTLCREATE,"Create Settlement Document You use this app to create, change, and display settlement documents. unknown Energy Data Management Create Settlement Document",0,0
WLF2V,Change Remuneration Settlement - Condition Contract This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. unknown Settlement Management Condition Contract Change Remuneration Settlement - Condition Contract,1,1
_PRA_FP_LEASE,"Maintain Lease This app is a SAP GUI for HTML transaction. These classic transactions are available in the SAP Fiori theme to support a seamless user experience across the SAP Fiori launchpad and to provide a harmonized user experience across on-premise and cloud solutions. The single point of entry for SAP Fiori apps and classic applications in SAP S/4HANA Cloud Private Edition and SAP S/4HANA is the SAP Fiori launchpad. Compliance Specialist - Reporting (Oil & Gas) : Sets up Legal Reporting data and planning, scheduling and execution of Oil & Gas Upstream PRA Legal Reporting processes. Transportation Planner (Oil & Gas) : Supervises and approves of Oil & Gas Upstream PRA Legal Reporting processes. Production and Revenue Accounting Compliance Manager - Reporting (IOG) Maintain Lease",1,1
